10Y,7Y,5Y,3Y,2Y,1Y
1.92,1.34,0.82,0.35,0.24,0.11
2.01,1.43,0.87,0.36,0.26,0.11
2.05,1.47,0.91,0.38,0.26,0.11
2.09,1.51,0.93,0.39,0.26,0.12
2.08,1.49,0.92,0.39,0.24,0.12
2.01,1.4,0.81,0.34,0.22,0.12
1.96,1.34,0.77,0.31,0.22,0.12
1.93,1.31,0.75,0.32,0.22,0.12
1.87,1.27,0.73,0.31,0.22,0.12
1.83,1.24,0.71,0.3,0.22,0.13
1.87,1.27,0.72,0.31,0.23,0.13
1.86,1.25,0.71,0.31,0.23,0.14
1.97,1.35,0.78,0.33,0.23,0.14
1.93,1.32,0.76,0.32,0.24,0.14
2,1.39,0.82,0.35,0.25,0.14
2.01,1.39,0.82,0.35,0.27,0.15
2.04,1.43,0.86,0.38,0.27,0.15
1.96,1.36,0.81,0.36,0.27,0.15
1.99,1.4,0.85,0.4,0.29,0.15
1.92,1.34,0.81,0.4,0.29,0.18
1.93,1.34,0.81,0.38,0.29,0.18
1.99,1.41,0.87,0.42,0.29,0.17
2.01,1.43,0.88,0.42,0.29,0.18
NA,NA,NA,NA,NA,NA
2.05,1.47,0.92,0.44,0.31,0.17
2.01,1.41,0.88,0.42,0.29,0.17
1.99,1.4,0.88,0.43,0.31,0.17
1.98,1.41,0.89,0.43,0.31,0.18
1.92,1.35,0.84,0.4,0.3,0.17
1.94,1.36,0.84,0.41,0.3,0.18
1.98,1.39,0.87,0.43,0.3,0.18
2.03,1.44,0.89,0.43,0.3,0.18
1.99,1.38,0.84,0.41,0.28,0.17
2,1.4,0.87,0.43,0.31,0.17
1.96,1.35,0.83,0.4,0.3,0.17
1.98,1.37,0.85,0.42,0.3,0.18
2.03,1.41,0.89,0.44,0.32,0.18
2.04,1.43,0.9,0.46,0.33,0.18
2.04,1.43,0.92,0.47,0.33,0.18
2.14,1.52,0.99,0.51,0.35,0.2
2.29,1.69,1.13,0.6,0.4,0.21
2.29,1.67,1.11,0.56,0.37,0.21
2.31,1.7,1.13,0.57,0.37,0.21
2.39,1.77,1.2,0.6,0.39,0.21
2.38,1.78,1.22,0.62,0.41,0.22
2.31,1.71,1.15,0.58,0.39,0.21
2.29,1.69,1.13,0.56,0.37,0.19
2.25,1.66,1.1,0.55,0.37,0.19
2.26,1.65,1.09,0.54,0.36,0.19
2.2,1.59,1.04,0.5,0.33,0.18
2.21,1.6,1.05,0.51,0.34,0.18
2.18,1.57,1.01,0.5,0.33,0.18
2.23,1.61,1.04,0.51,0.33,0.19
2.22,1.6,1.03,0.5,0.33,0.18
2.3,1.68,1.1,0.56,0.36,0.2
2.25,1.62,1.05,0.53,0.35,0.19
2.19,1.56,1.01,0.5,0.35,0.19
2.07,1.42,0.89,0.45,0.32,0.19
2.06,1.42,0.9,0.46,0.32,0.19
2.01,1.37,0.85,0.42,0.28,0.19
2.05,1.41,0.89,0.43,0.3,0.18
2.08,1.44,0.9,0.43,0.29,0.18
2.02,1.39,0.86,0.41,0.27,0.17
2,1.37,0.85,0.42,0.27,0.18
2.03,1.4,0.88,0.42,0.27,0.18
2,1.38,0.86,0.4,0.27,0.18
1.98,1.37,0.84,0.4,0.27,0.17
1.99,1.38,0.86,0.4,0.29,0.18
1.96,1.34,0.83,0.39,0.27,0.17
2,1.37,0.86,0.4,0.27,0.18
2.01,1.38,0.86,0.39,0.26,0.18
1.98,1.36,0.83,0.39,0.26,0.18
1.96,1.34,0.82,0.39,0.26,0.19
1.95,1.33,0.82,0.38,0.27,0.2
1.98,1.35,0.84,0.39,0.27,0.19
1.96,1.33,0.82,0.39,0.27,0.18
1.96,1.34,0.82,0.4,0.28,0.19
1.91,1.28,0.78,0.37,0.27,0.18
1.92,1.29,0.79,0.37,0.27,0.18
1.88,1.26,0.77,0.36,0.27,0.18
1.87,1.26,0.77,0.36,0.27,0.18
1.89,1.28,0.79,0.37,0.27,0.18
1.84,1.24,0.75,0.36,0.27,0.18
1.78,1.2,0.73,0.37,0.29,0.19
1.76,1.19,0.74,0.38,0.29,0.19
1.76,1.19,0.75,0.4,0.3,0.2
1.7,1.16,0.74,0.4,0.32,0.2
1.71,1.16,0.75,0.42,0.32,0.2
1.75,1.18,0.75,0.41,0.3,0.21
1.79,1.2,0.78,0.41,0.3,0.21
1.73,1.15,0.74,0.4,0.28,0.2
1.77,1.2,0.77,0.42,0.29,0.21
1.75,1.17,0.76,0.41,0.3,0.2
NA,NA,NA,NA,NA,NA
1.74,1.17,0.76,0.42,0.3,0.2
1.63,1.06,0.69,0.38,0.27,0.19
1.59,1.03,0.67,0.35,0.27,0.18
1.47,0.93,0.62,0.34,0.25,0.17
1.53,1.01,0.68,0.35,0.25,0.18
1.57,1.04,0.68,0.34,0.25,0.18
1.66,1.11,0.73,0.37,0.26,0.18
1.66,1.1,0.72,0.37,0.27,0.18
1.65,1.09,0.71,0.39,0.28,0.19
1.6,1.05,0.69,0.37,0.27,0.18
1.67,1.12,0.75,0.41,0.3,0.19
1.61,1.06,0.71,0.4,0.3,0.18
1.64,1.1,0.73,0.41,0.3,0.18
1.6,1.06,0.68,0.37,0.29,0.18
1.59,1.06,0.69,0.38,0.29,0.18
1.64,1.09,0.71,0.39,0.3,0.18
1.65,1.12,0.74,0.41,0.32,0.2
1.63,1.1,0.73,0.41,0.32,0.19
1.69,1.15,0.76,0.42,0.31,0.19
1.63,1.1,0.72,0.39,0.31,0.19
1.66,1.12,0.75,0.42,0.31,0.21
1.65,1.1,0.73,0.42,0.31,0.21
1.6,1.06,0.69,0.4,0.31,0.22
1.67,1.11,0.72,0.41,0.33,0.21
1.61,1.04,0.67,0.39,0.3,0.21
1.65,1.08,0.69,0.39,0.3,0.21
NA,NA,NA,NA,NA,NA
1.62,1.05,0.68,0.39,0.28,0.19
1.57,1.01,0.64,0.37,0.27,0.2
1.53,0.98,0.63,0.36,0.27,0.2
1.53,0.98,0.63,0.37,0.27,0.2
1.54,0.99,0.64,0.36,0.27,0.2
1.5,0.98,0.63,0.35,0.25,0.2
1.52,0.99,0.63,0.34,0.25,0.2
1.5,0.97,0.6,0.31,0.24,0.18
1.53,0.99,0.62,0.32,0.25,0.18
1.52,0.97,0.6,0.3,0.22,0.18
1.54,0.99,0.62,0.31,0.22,0.17
1.49,0.95,0.59,0.29,0.22,0.17
1.47,0.93,0.57,0.28,0.22,0.17
1.44,0.91,0.57,0.28,0.22,0.18
1.43,0.91,0.56,0.28,0.22,0.17
1.45,0.94,0.58,0.31,0.23,0.18
1.58,1.04,0.65,0.34,0.25,0.17
1.53,0.99,0.61,0.31,0.23,0.18
1.51,0.98,0.6,0.3,0.23,0.16
1.56,1.03,0.63,0.32,0.24,0.17
1.51,0.98,0.61,0.31,0.24,0.17
1.6,1.07,0.67,0.33,0.24,0.16
1.59,1.05,0.65,0.33,0.24,0.16
1.66,1.13,0.71,0.37,0.27,0.19
1.68,1.14,0.73,0.38,0.29,0.19
1.69,1.15,0.74,0.38,0.29,0.2
1.65,1.11,0.71,0.36,0.27,0.18
1.65,1.12,0.71,0.36,0.27,0.19
1.73,1.18,0.75,0.39,0.27,0.19
1.8,1.25,0.8,0.42,0.27,0.19
1.83,1.28,0.83,0.42,0.29,0.2
1.81,1.27,0.81,0.42,0.29,0.2
1.82,1.26,0.8,0.41,0.29,0.19
1.8,1.25,0.8,0.42,0.31,0.2
1.71,1.16,0.71,0.37,0.26,0.19
1.68,1.13,0.71,0.36,0.26,0.19
1.68,1.14,0.72,0.37,0.28,0.19
1.65,1.11,0.7,0.37,0.28,0.18
1.64,1.1,0.69,0.36,0.27,0.18
1.66,1.11,0.69,0.36,0.27,0.18
1.63,1.08,0.66,0.35,0.27,0.17
1.57,1.01,0.59,0.3,0.22,0.16
NA,NA,NA,NA,NA,NA
1.59,1.03,0.62,0.31,0.23,0.16
1.6,1.04,0.62,0.32,0.25,0.17
1.68,1.12,0.68,0.34,0.27,0.18
1.67,1.09,0.64,0.33,0.25,0.18
1.68,1.1,0.66,0.33,0.25,0.18
1.7,1.12,0.67,0.33,0.25,0.18
1.77,1.17,0.7,0.33,0.25,0.18
1.75,1.12,0.65,0.32,0.24,0.17
1.88,1.23,0.72,0.35,0.27,0.18
1.85,1.22,0.73,0.36,0.25,0.18
1.82,1.19,0.71,0.35,0.25,0.18
1.79,1.18,0.7,0.35,0.27,0.18
1.8,1.18,0.7,0.36,0.27,0.18
1.77,1.14,0.68,0.36,0.27,0.18
1.74,1.12,0.68,0.35,0.27,0.18
1.7,1.08,0.66,0.35,0.27,0.18
1.64,1.03,0.63,0.34,0.26,0.17
1.66,1.05,0.64,0.34,0.25,0.16
1.65,1.04,0.62,0.31,0.23,0.17
1.64,1.04,0.62,0.31,0.25,0.17
1.64,1.03,0.61,0.31,0.23,0.16
1.64,1.02,0.61,0.31,0.23,0.16
1.7,1.07,0.63,0.32,0.23,0.18
1.75,1.12,0.67,0.34,0.27,0.18
NA,NA,NA,NA,NA,NA
1.74,1.11,0.67,0.35,0.25,0.18
1.72,1.09,0.66,0.35,0.27,0.18
1.7,1.09,0.67,0.34,0.28,0.18
1.69,1.09,0.67,0.34,0.27,0.18
1.7,1.09,0.67,0.34,0.27,0.19
1.75,1.15,0.7,0.36,0.27,0.18
1.83,1.24,0.78,0.41,0.3,0.18
1.86,1.26,0.79,0.41,0.29,0.18
1.79,1.21,0.77,0.41,0.3,0.18
1.83,1.25,0.79,0.42,0.32,0.19
1.79,1.21,0.77,0.41,0.29,0.18
1.8,1.21,0.76,0.4,0.29,0.18
1.86,1.28,0.82,0.43,0.31,0.19
1.78,1.2,0.76,0.41,0.3,0.19
1.74,1.16,0.74,0.4,0.3,0.18
NA,NA,NA,NA,NA,NA
1.72,1.14,0.72,0.38,0.3,0.18
1.75,1.16,0.73,0.38,0.3,0.18
1.75,1.16,0.73,0.38,0.28,0.19
1.72,1.13,0.7,0.38,0.28,0.19
1.78,1.19,0.75,0.41,0.3,0.19
1.68,1.08,0.67,0.36,0.27,0.18
1.62,1.04,0.65,0.35,0.27,0.2
1.61,1.04,0.65,0.35,0.27,0.18
NA,NA,NA,NA,NA,NA
1.59,1.02,0.63,0.33,0.27,0.18
1.59,1.03,0.63,0.33,0.25,0.18
1.58,1.02,0.62,0.32,0.24,0.17
1.58,1.01,0.62,0.32,0.24,0.16
1.61,1.04,0.64,0.33,0.25,0.16
1.66,1.09,0.67,0.36,0.27,0.16
1.69,1.11,0.69,0.37,0.27,0.17
NA,NA,NA,NA,NA,NA
1.7,1.12,0.7,0.37,0.29,0.19
1.66,1.09,0.68,0.36,0.27,0.17
1.64,1.07,0.66,0.36,0.27,0.18
1.63,1.05,0.64,0.35,0.27,0.18
1.62,1.04,0.63,0.35,0.25,0.18
1.62,1.04,0.61,0.34,0.25,0.18
1.63,1.05,0.63,0.34,0.25,0.18
1.62,1.04,0.63,0.34,0.25,0.18
1.6,1.02,0.61,0.32,0.25,0.18
1.59,1,0.6,0.32,0.25,0.18
1.64,1.04,0.63,0.33,0.25,0.18
1.63,1.04,0.62,0.33,0.24,0.18
1.66,1.06,0.64,0.32,0.24,0.16
1.72,1.11,0.66,0.32,0.25,0.14
1.74,1.15,0.7,0.34,0.27,0.14
1.72,1.15,0.7,0.34,0.24,0.13
1.78,1.2,0.74,0.37,0.25,0.13
1.84,1.25,0.78,0.39,0.28,0.16
1.82,1.24,0.77,0.39,0.28,0.15
1.81,1.24,0.77,0.39,0.28,0.15
1.77,1.2,0.75,0.38,0.26,0.15
1.79,1.22,0.77,0.38,0.26,0.16
NA,NA,NA,NA,NA,NA
1.77,1.2,0.76,0.39,0.26,0.16
1.74,1.15,0.72,0.37,0.26,0.15
1.73,1.15,0.72,0.36,0.27,0.15
1.78,1.18,0.72,0.36,0.25,0.16
NA,NA,NA,NA,NA,NA
1.86,1.25,0.76,0.37,0.27,0.15
1.92,1.31,0.81,0.4,0.27,0.15
1.93,1.32,0.82,0.41,0.27,0.15
1.92,1.31,0.82,0.41,0.27,0.15
1.89,1.28,0.79,0.38,0.25,0.14
1.88,1.27,0.77,0.37,0.24,0.13
1.91,1.3,0.8,0.37,0.26,0.14
1.89,1.28,0.78,0.37,0.26,0.14
1.89,1.27,0.78,0.37,0.26,0.14
1.86,1.24,0.75,0.36,0.26,0.14
1.84,1.23,0.75,0.36,0.26,0.14
1.89,1.29,0.79,0.39,0.28,0.14
1.87,1.26,0.77,0.38,0.26,0.14
NA,NA,NA,NA,NA,NA
1.86,1.25,0.76,0.38,0.26,0.14
1.86,1.24,0.76,0.37,0.26,0.15
1.88,1.26,0.78,0.37,0.23,0.15
1.98,1.36,0.87,0.42,0.28,0.15
2,1.38,0.89,0.45,0.29,0.16
2.03,1.4,0.9,0.43,0.3,0.15
2.03,1.39,0.88,0.42,0.27,0.15
2.02,1.38,0.88,0.42,0.27,0.15
2.04,1.4,0.88,0.4,0.27,0.15
2,1.36,0.85,0.38,0.25,0.15
2.04,1.39,0.88,0.41,0.27,0.15
2,1.35,0.84,0.39,0.27,0.15
1.99,1.34,0.83,0.39,0.25,0.15
1.99,1.34,0.84,0.39,0.25,0.14
1.99,1.35,0.85,0.4,0.27,0.15
2.02,1.38,0.88,0.41,0.29,0.14
2.05,1.43,0.92,0.44,0.29,0.15
2,1.37,0.86,0.42,0.27,0.16
2.01,1.38,0.87,0.42,0.29,0.17
NA,NA,NA,NA,NA,NA
2.03,1.41,0.89,0.44,0.29,0.17
2.02,1.38,0.88,0.42,0.27,0.17
1.99,1.36,0.86,0.4,0.26,0.16
1.97,1.34,0.84,0.4,0.27,0.16
1.88,1.25,0.78,0.37,0.25,0.16
1.88,1.25,0.78,0.37,0.25,0.17
1.91,1.28,0.78,0.36,0.27,0.17
1.89,1.26,0.77,0.36,0.25,0.17
1.86,1.23,0.75,0.35,0.25,0.16
1.88,1.25,0.76,0.35,0.24,0.16
1.9,1.27,0.77,0.36,0.25,0.15
1.95,1.31,0.81,0.38,0.25,0.15
2,1.36,0.85,0.4,0.25,0.15
2.06,1.43,0.9,0.42,0.27,0.15
2.07,1.43,0.9,0.43,0.27,0.15
2.03,1.4,0.88,0.41,0.27,0.15
2.04,1.41,0.89,0.42,0.27,0.15
2.04,1.4,0.88,0.42,0.27,0.15
2.01,1.35,0.84,0.4,0.25,0.14
1.96,1.31,0.81,0.38,0.26,0.15
1.92,1.28,0.79,0.37,0.24,0.15
1.96,1.32,0.81,0.38,0.26,0.15
1.95,1.3,0.81,0.38,0.27,0.14
1.93,1.29,0.8,0.39,0.26,0.14
1.93,1.28,0.8,0.38,0.24,0.14
1.92,1.27,0.79,0.38,0.25,0.14
1.87,1.22,0.76,0.36,0.25,0.14
1.87,1.24,0.77,0.36,0.25,0.14
NA,NA,NA,NA,NA,NA
1.86,1.23,0.76,0.36,0.23,0.14
1.88,1.26,0.78,0.36,0.25,0.14
1.83,1.2,0.73,0.34,0.24,0.13
1.78,1.15,0.69,0.33,0.22,0.13
1.72,1.12,0.68,0.33,0.24,0.13
1.76,1.15,0.71,0.34,0.24,0.13
1.78,1.16,0.7,0.34,0.24,0.13
1.84,1.21,0.74,0.36,0.24,0.12
1.82,1.2,0.74,0.35,0.24,0.12
